LGACODE,LGA,Year,Deaths,Population
LGA25430,Mount Alexander (S),2010,164.54849,17789.805
LGA25430,Mount Alexander (S),2011,177.58554,17876.787
LGA25430,Mount Alexander (S),2012,173.00226,17888.071
LGA25430,Mount Alexander (S),2013,174.19071,17974.552
LGA25430,Mount Alexander (S),2014,168.06597,18094.114
LGA25490,Moyne (S),2010,135.2038,16069.72
LGA25490,Moyne (S),2011,123.27288,16169.928
LGA25490,Moyne (S),2012,97.11912,16279.072
LGA25490,Moyne (S),2013,123.80051,16299.893
LGA25490,Moyne (S),2014,133.31834,16341.459
LGA25620,Murrindindi (S),2010,108.98128,13260.765
LGA25620,Murrindindi (S),2011,128.85942,13323.704
LGA25620,Murrindindi (S),2012,107.89187,13424.145
LGA25620,Murrindindi (S),2013,110.87113,13474.367
LGA25620,Murrindindi (S),2014,125.87144,13589.304
LGA25710,Nillumbik (S),2010,223,62838
LGA25710,Nillumbik (S),2011,211,62716
LGA25710,Nillumbik (S),2012,228,62751
LGA25710,Nillumbik (S),2013,228,62660
LGA25710,Nillumbik (S),2014,275,62849
LGA25810,Northern Grampians (S),2010,137.9151,12113.448
LGA25810,Northern Grampians (S),2011,139.8877,12053.544
LGA25810,Northern Grampians (S),2012,140.85972,11940.232
LGA25810,Northern Grampians (S),2013,136.87,11775.442
LGA25810,Northern Grampians (S),2014,130.90713,11714.688
LGA25900,Port Phillip (C),2010,511,96361.028
LGA25900,Port Phillip (C),2011,473,97261.03
LGA25900,Port Phillip (C),2012,457,100394.03
LGA25900,Port Phillip (C),2013,427,102396.03
LGA25900,Port Phillip (C),2014,457,104813.03
LGA25990,Pyrenees (S),2010,69.428832,6749.9523
LGA25990,Pyrenees (S),2011,66.265175,6756.9207
LGA25990,Pyrenees (S),2012,56.018958,6752.5177
LGA25990,Pyrenees (S),2013,52.094092,6757.8
LGA25990,Pyrenees (S),2014,69.110562,6791.281
LGA26080,Queenscliffe (B),2010,41.27419,3077.1382
LGA26080,Queenscliffe (B),2011,26.533408,3069.0308
LGA26080,Queenscliffe (B),2012,33.16676,3074.1901
LGA26080,Queenscliffe (B),2013,30.955642,3059.4493
LGA26080,Queenscliffe (B),2014,48.644581,3041.0233
LGA26170,South Gippsland (S),2010,252.14468,27181.856
LGA26170,South Gippsland (S),2011,218.01386,27515.19
LGA26170,South Gippsland (S),2012,218.2861,27755.616
LGA26170,South Gippsland (S),2013,218.46446,27918.552
LGA26170,South Gippsland (S),2014,252.70023,27838.612
LGA26260,Southern Grampians (S),2010,180.0367,16747.271
LGA26260,Southern Grampians (S),2011,180.16112,16571.147
LGA26260,Southern Grampians (S),2012,194.79724,16370.819
LGA26260,Southern Grampians (S),2013,196.00561,16136.367
LGA26260,Southern Grampians (S),2014,163.40246,15912.614
LGA26350,Stonnington (C),2010,562,98728
LGA26350,Stonnington (C),2011,534,98853
LGA26350,Stonnington (C),2012,540,101187
LGA26350,Stonnington (C),2013,608,103085
LGA26350,Stonnington (C),2014,603,105946
LGA26430,Strathbogie (S),2010,124.62573,9576.0749
LGA26430,Strathbogie (S),2011,114.66063,9601.456
LGA26430,Strathbogie (S),2012,124.62291,9662.795
LGA26430,Strathbogie (S),2013,110.74395,9695.1944
LGA26430,Strathbogie (S),2014,109.62511,9806.5009
LGA26490,Surf Coast (S),2010,160.85586,25843.711
LGA26490,Surf Coast (S),2011,139.83596,26662.684
LGA26490,Surf Coast (S),2012,161.70427,27479.585
LGA26490,Surf Coast (S),2013,168.82507,28259.528
LGA26490,Surf Coast (S),2014,155.94697,28463.335
LGA26610,Swan Hill (RC),2010,171.00401,20958.129
LGA26610,Swan Hill (RC),2011,176.9949,20865.14
LGA26610,Swan Hill (RC),2012,161.00402,20954.113
LGA26610,Swan Hill (RC),2013,159.99155,20849.146
LGA26610,Swan Hill (RC),2014,163.99521,20574.199
LGA26670,Towong (S),2010,61.184095,6017.1538
LGA26670,Towong (S),2011,75.177747,5918.1411
LGA26670,Towong (S),2012,55.247576,5911.4458
LGA26670,Towong (S),2013,69.139658,5884.2998
LGA26670,Towong (S),2014,64.209487,5794.3316
LGA26700,Wangaratta (RC),2010,242,27200
LGA26700,Wangaratta (RC),2011,249,27212
LGA26700,Wangaratta (RC),2012,241,27221
LGA26700,Wangaratta (RC),2013,267,27169
LGA26700,Wangaratta (RC),2014,275,27108
LGA26730,Warrnambool (C),2010,264.91799,32335.057
LGA26730,Warrnambool (C),2011,244.23139,32661.034
LGA26730,Warrnambool (C),2012,237.78036,32971.368
LGA26730,Warrnambool (C),2013,285.40894,33231.173
LGA26730,Warrnambool (C),2014,286.24594,33483.718
LGA26810,Wellington (S),2010,351.88216,41787.862
LGA26810,Wellington (S),2011,387.8119,42064.289
LGA26810,Wellington (S),2012,376.66399,42275.304
LGA26810,Wellington (S),2013,367.57379,42270.168
LGA26810,Wellington (S),2014,361.62203,42177.142
LGA26890,West Wimmera (S),2010,52.704135,4378.1602
LGA26890,West Wimmera (S),2011,57.373823,4285.2335
LGA26890,West Wimmera (S),2012,41.168717,4200.7768
LGA26890,West Wimmera (S),2013,47.473536,4105.1881
LGA26890,West Wimmera (S),2014,50.210781,4011.1132
LGA26980,Whitehorse (C),2010,1116.8488,157000.1
LGA26980,Whitehorse (C),2011,1116.9637,157542.29
LGA26980,Whitehorse (C),2012,1150.0065,159290.43
LGA26980,Whitehorse (C),2013,1111.5549,161537.73
LGA26980,Whitehorse (C),2014,1174.4992,163628.64
LGA27070,Whittlesea (C),2010,689,152709
LGA27070,Whittlesea (C),2011,814,160800
LGA27070,Whittlesea (C),2012,763,169955
LGA27070,Whittlesea (C),2013,827,179080
LGA27070,Whittlesea (C),2014,854,186843
LGA27170,Wodonga (RC),2010,189,35287
LGA27170,Wodonga (RC),2011,230,36025
LGA27170,Wodonga (RC),2012,202,36576
LGA27170,Wodonga (RC),2013,228,37307
LGA27170,Wodonga (RC),2014,243,38067
LGA27260,Wyndham (C),2010,511.7505,155540.65
LGA27260,Wyndham (C),2011,529.39744,166697.94
LGA27260,Wyndham (C),2012,561.55178,178615.13
LGA27260,Wyndham (C),2013,610.87525,189016.12
LGA27260,Wyndham (C),2014,616.56657,199604.16
LGA27350,Yarra (C),2010,356.0602,78307.564
LGA27350,Yarra (C),2011,315.64373,78900.856
LGA27350,Yarra (C),2012,335.57725,80972.467
LGA27350,Yarra (C),2013,299.64373,83490.399
LGA27350,Yarra (C),2014,354.19245,86337.774
LGA27450,Yarra Ranges (S),2010,785.75854,148517.23
LGA27450,Yarra Ranges (S),2011,721.5585,148907.09
LGA27450,Yarra Ranges (S),2012,758.87185,149250.6
LGA27450,Yarra Ranges (S),2013,766.52294,149407.13
LGA27450,Yarra Ranges (S),2014,836.24284,150036.6
LGA27630,Yarriambiack (S),2010,97.698612,7311.8888
LGA27630,Yarriambiack (S),2011,91.683149,7183.0105
LGA27630,Yarriambiack (S),2012,89.735293,7098.8954
LGA27630,Yarriambiack (S),2013,89.814298,7024.9164
LGA27630,Yarriambiack (S),2014,90.618718,6888.1594
LGA29399,Unincorporated Vic,2010,5.7534806,764.54978
LGA29399,Unincorporated Vic,2011,4.8694645,773.03321
LGA29399,Unincorporated Vic,2012,6.0458016,778.11356
LGA29399,Unincorporated Vic,2013,5.3802909,779.80686
LGA29399,Unincorporated Vic,2014,6.1270333,779.76962
LGA30250,Aurukun (S),2010,9,1365
LGA30250,Aurukun (S),2011,6,1398
LGA30250,Aurukun (S),2012,13,1397
LGA30250,Aurukun (S),2013,9,1400
LGA30250,Aurukun (S),2014,7,1409
LGA30300,Balonne (S),2010,31,4833
LGA30300,Balonne (S),2011,23,4862
LGA30300,Balonne (S),2012,30,4839
LGA30300,Balonne (S),2013,30,4880
LGA30300,Balonne (S),2014,31,4886
LGA30370,Banana (S),2010,90.985984,14852.931
LGA30370,Banana (S),2011,76.991357,14809.949
LGA30370,Banana (S),2012,96.987619,14968.934
LGA30370,Banana (S),2013,93.987386,15181.922
LGA30370,Banana (S),2014,74.990656,15228.92
LGA30410,Barcaldine (R),2010,18.406265,3272.159
LGA30410,Barcaldine (R),2011,23.15627,3294.7215
LGA30410,Barcaldine (R),2012,22.562519,3323.2215
LGA30410,Barcaldine (R),2013,26.125022,3368.3466
LGA30410,Barcaldine (R),2014,20.781268,3362.4091
LGA30450,Barcoo (S),2010,2.3037248,359.52505
LGA30450,Barcoo (S),2011,2.159742,363.98852
LGA30450,Barcoo (S),2012,2.879656,363.84454
LGA30450,Barcoo (S),2013,3.0236388,364.42047
LGA30450,Barcoo (S),2014,2.4477076,364.1325
LGA30760,Blackall Tambo (R),2010,12.593735,2238.841
LGA30760,Blackall Tambo (R),2011,15.843731,2254.2785
LGA30760,Blackall Tambo (R),2012,15.437481,2273.7785
LGA30760,Blackall Tambo (R),2013,17.874978,2304.6534
LGA30760,Blackall Tambo (R),2014,14.218733,2300.5909
LGA30900,Boulia (S),2010,3.1384672,489.79704
LGA30900,Boulia (S),2011,2.942313,495.87782
LGA30900,Boulia (S),2012,3.923084,495.68166
LGA30900,Boulia (S),2013,4.1192382,496.46628
LGA30900,Boulia (S),2014,3.3346214,496.07397
LGA31000,Brisbane (C),2010,6048.5607,1073132.4
LGA31000,Brisbane (C),2011,6018.1038,1089875.6
LGA31000,Brisbane (C),2012,6240.9012,1110328.7
LGA31000,Brisbane (C),2013,6118.9012,1129705.6
LGA31000,Brisbane (C),2014,6216.7721,1146320.1
LGA31750,Bulloo (S),2010,2.6297271,417.25003
LGA31750,Bulloo (S),2011,4.1324283,421.00679
LGA31750,Bulloo (S),2012,2.8801773,419.12841
LGA31750,Bulloo (S),2013,3.5063028,412.1158
LGA31750,Bulloo (S),2014,2.1288267,409.23563
LGA31820,Bundaberg (R),2010,735.99999,91399.999
LGA31820,Bundaberg (R),2011,708.99999,92062.999
LGA31820,Bundaberg (R),2012,791.99999,93402.999
LGA31820,Bundaberg (R),2013,784.99999,93865.999
LGA31820,Bundaberg (R),2014,826.99999,94244.999
LGA31900,Burdekin (S),2010,143.29178,17792.357
LGA31900,Burdekin (S),2011,157.3261,17772.323
LGA31900,Burdekin (S),2012,186.3261,17940.748
LGA31900,Burdekin (S),2013,134.3261,17889.829
LGA31900,Burdekin (S),2014,142.22312,17912.378
LGA31950,Burke (S),2010,3.3829554,537.37734
LGA31950,Burke (S),2011,3.4854692,548.2438
LGA31950,Burke (S),2012,3.587983,551.01168
LGA31950,Burke (S),2013,4.613121,554.59966
LGA31950,Burke (S),2014,2.7678726,559.41781
LGA32070,Cairns (R),2010,822.39208,159977.77
LGA32070,Cairns (R),2011,900.48565,162178.08
LGA32070,Cairns (R),2012,855.13299,165367.51
LGA32070,Cairns (R),2013,813.88237,168352.59
LGA32070,Cairns (R),2014,881.46043,170414.36
LGA32250,Carpentaria (S),2010,13.47919,2141.1489
LGA32250,Carpentaria (S),2011,13.88765,2184.4457
LGA32250,Carpentaria (S),2012,14.296111,2195.4741
LGA32250,Carpentaria (S),2013,18.380714,2209.7702
LGA32250,Carpentaria (S),2014,11.028428,2228.9679
LGA32260,Cassowary Coast (R),2010,227.93317,28795.537
LGA32260,Cassowary Coast (R),2011,248.81409,28635.777
LGA32260,Cassowary Coast (R),2012,223.10935,28759.187
LGA32260,Cassowary Coast (R),2013,246.40462,28680.534
LGA32260,Cassowary Coast (R),2014,247.8712,28716.254
LGA32270,Central Highlands (R),2010,88.872963,29069.071
LGA32270,Central Highlands (R),2011,103.87201,29539.564
LGA32270,Central Highlands (R),2012,90.497604,30520.18
LGA32270,Central Highlands (R),2013,98.122245,31257.302
LGA32270,Central Highlands (R),2014,98.747844,31588.672
LGA32310,Charters Towers (R),2010,94,12316
LGA32310,Charters Towers (R),2011,113,12434
LGA32310,Charters Towers (R),2012,101,12446
LGA32310,Charters Towers (R),2013,116,12477
LGA32310,Charters Towers (R),2014,108,12511
LGA32330,Cherbourg (S),2010,9.8576625,1253.1061
LGA32330,Cherbourg (S),2011,10.120534,1261.2551
LGA32330,Cherbourg (S),2012,10.909147,1263.358
LGA32330,Cherbourg (S),2013,11.566324,1276.3701
LGA32330,Cherbourg (S),2014,12.354937,1277.2902
LGA32450,Cloncurry (S),2010,20.925363,3296.1631
LGA32450,Cloncurry (S),2011,10.881189,3351.4061
LGA32450,Cloncurry (S),2012,13.392232,3404.975
LGA32450,Cloncurry (S),2013,42.68774,3415.0192
LGA32450,Cloncurry (S),2014,25.110435,3401.6269
LGA32500,Cook (S),2010,30.016055,4273.4623
LGA32500,Cook (S),2011,27.661855,4417.0685
LGA32500,Cook (S),2012,22.364904,4401.7662
LGA32500,Cook (S),2013,26.484755,4441.7876
LGA32500,Cook (S),2014,30.604605,4394.7036
LGA32600,Croydon (S),2010,0.5190236,322.31366
LGA32600,Croydon (S),2011,1.297559,325.94682
LGA32600,Croydon (S),2012,1.0380472,323.61121
LGA32600,Croydon (S),2013,1.5570708,321.53512
LGA32600,Croydon (S),2014,1.8165826,323.09219
LGA32750,Diamantina (S),2010,1.8272288,285.16189
LGA32750,Diamantina (S),2011,1.713027,288.70215
LGA32750,Diamantina (S),2012,2.284036,288.58795
LGA32750,Diamantina (S),2013,2.3982378,289.04476
LGA32750,Diamantina (S),2014,1.9414306,288.81635
LGA32770,Doomadgee (S),2010,8.4308928,1339.2345
LGA32770,Doomadgee (S),2011,8.6863744,1366.3156
LGA32770,Doomadgee (S),2012,8.941856,1373.2136
LGA32770,Doomadgee (S),2013,11.496672,1382.1555
LGA32770,Doomadgee (S),2014,6.8980032,1394.1631
LGA33100,Etheridge (S),2010,1.4809764,919.68634
LGA33100,Etheridge (S),2011,3.702441,930.05318
LGA33100,Etheridge (S),2012,2.9619528,923.38879
LGA33100,Etheridge (S),2013,4.4429292,917.46488
LGA33100,Etheridge (S),2014,5.1834174,921.90781
LGA33200,Flinders (S),2010,7.316301,1829.563
LGA33200,Flinders (S),2011,11.218328,1839.8058
LGA33200,Flinders (S),2012,13.657095,1834.4405
LGA33200,Flinders (S),2013,10.730575,1831.0263
LGA33200,Flinders (S),2014,17.071369,1829.0753
LGA33220,Fraser Coast (R),2010,942.63903,96634.723
LGA33220,Fraser Coast (R),2011,895.71029,97667.737
LGA33220,Fraser Coast (R),2012,958.61185,99069.966
LGA33220,Fraser Coast (R),2013,907.68415,100175.1
LGA33220,Fraser Coast (R),2014,951.5799,101265.32
LGA33360,Gladstone (R),2010,281,57697
LGA33360,Gladstone (R),2011,264,59461
LGA33360,Gladstone (R),2012,249,61465
LGA33360,Gladstone (R),2013,269,63880
LGA33360,Gladstone (R),2014,265,66071
LGA33430,Gold Coast (C),2010,3060,506135
LGA33430,Gold Coast (C),2011,3084,515202
LGA33430,Gold Coast (C),2012,3238,526816
LGA33430,Gold Coast (C),2013,3227,537216
LGA33430,Gold Coast (C),2014,3451,545851
LGA33610,Goondiwindi (R),2010,91.270407,10825.493
LGA33610,Goondiwindi (R),2011,96.434583,10898.918
LGA33610,Goondiwindi (R),2012,94.328352,10992.865
LGA33610,Goondiwindi (R),2013,68.366981,11018.087
LGA33610,Goondiwindi (R),2014,71.347666,11020.488
LGA33620,Gympie (R),2010,319.43333,46358.474
LGA33620,Gympie (R),2011,371.36399,46839.521
LGA33620,Gympie (R),2012,371.46822,47529.307
LGA33620,Gympie (R),2013,339.40074,48091.27
LGA33620,Gympie (R),2014,416.51078,48446.056
LGA33800,Hinchinbrook (S),2010,124,11808
LGA33800,Hinchinbrook (S),2011,122,11817
LGA33800,Hinchinbrook (S),2012,136,11801
LGA33800,Hinchinbrook (S),2013,108,11686
LGA33800,Hinchinbrook (S),2014,128,11536
LGA33830,Hope Vale (S),2010,7.1284944,1014.9019
LGA33830,Hope Vale (S),2011,6.5693968,1049.0069
LGA33830,Hope Vale (S),2012,5.3114272,1045.3727
LGA33830,Hope Vale (S),2013,6.289848,1054.8774
LGA33830,Hope Vale (S),2014,7.2682688,1043.6954
LGA33960,Ipswich (C),2010,863.79762,167140.59
LGA33960,Ipswich (C),2011,940.87857,172200.51
LGA33960,Ipswich (C),2012,916.69642,177771.55
LGA33960,Ipswich (C),2013,948.69642,182880.52
LGA33960,Ipswich (C),2014,925.75714,187974.08
LGA33980,Isaac (R),2010,57,22658
LGA33980,Isaac (R),2011,50,23188
LGA33980,Isaac (R),2012,41,23755
LGA33980,Isaac (R),2013,35,24248
LGA33980,Isaac (R),2014,42,24445
LGA34420,Kowanyama (S),2010,7.3061892,1092.2753
LGA34420,Kowanyama (S),2011,4.2619437,1112.3673
LGA34420,Kowanyama (S),2012,9.7415856,1119.0646
LGA34420,Kowanyama (S),2013,2.4353964,1120.2823
LGA34420,Kowanyama (S),2014,1.8265473,1129.4151
LGA34570,Lockhart River (S),2010,3.5055105,499.08847
LGA34570,Lockhart River (S),2011,3.2305685,515.85993
LGA34570,Lockhart River (S),2012,2.611949,514.0728
LGA34570,Lockhart River (S),2013,3.0930975,518.74682
LGA34570,Lockhart River (S),2014,3.574246,513.24798
LGA34580,Lockyer Valley (R),2010,213.98654,35107.994
LGA34580,Lockyer Valley (R),2011,222.98676,35877.941
LGA34580,Lockyer Valley (R),2012,213.98562,36513.9
LGA34580,Lockyer Valley (R),2013,199.98779,37608.805
LGA34580,Lockyer Valley (R),2014,216.98619,38297.762
LGA34590,Logan (C),2010,1309,282189
LGA34590,Logan (C),2011,1396,287474
LGA34590,Logan (C),2012,1405,294106
LGA34590,Logan (C),2013,1402,300314
LGA34590,Logan (C),2014,1504,304700
LGA34710,Longreach (R),2010,30,4250
LGA34710,Longreach (R),2011,35,4296
LGA34710,Longreach (R),2012,28,4285
LGA34710,Longreach (R),2013,28,4240
LGA34710,Longreach (R),2014,36,4236
LGA34770,Mackay (R),2010,674,113669
LGA34770,Mackay (R),2011,655,115960
LGA34770,Mackay (R),2012,618,119162
LGA34770,Mackay (R),2013,620,121768
LGA34770,Mackay (R),2014,622,123335
LGA34800,McKinlay (S),2010,4.2955965,1074.1855
LGA34800,McKinlay (S),2011,6.5865813,1080.1993
LGA34800,McKinlay (S),2012,8.0184468,1077.0492
LGA34800,McKinlay (S),2013,6.3002082,1075.0446
LGA34800,McKinlay (S),2014,10.023059,1073.8991
LGA34830,Mapoon (S),2010,1.9008516,270.62909
LGA34830,Mapoon (S),2011,1.7517652,279.72336
LGA34830,Mapoon (S),2012,1.4163208,278.7543
LGA34830,Mapoon (S),2013,1.677222,281.28877
LGA34830,Mapoon (S),2014,1.9381232,278.30704
LGA34860,Maranoa (R),2010,88,13286
LGA34860,Maranoa (R),2011,94,13437
LGA34860,Maranoa (R),2012,82,13560
LGA34860,Maranoa (R),2013,76,13783
LGA34860,Maranoa (R),2014,84,13856
LGA35010,Moreton Bay (R),2010,2145.9999,381356.99
LGA35010,Moreton Bay (R),2011,2310.9999,390050.99
LGA35010,Moreton Bay (R),2012,2397.9999,400332.99
LGA35010,Moreton Bay (R),2013,2507.9999,408609.99
LGA35010,Moreton Bay (R),2014,2450.9999,416969.99
LGA35250,Mornington (S),2010,7.4739621,1187.2276
LGA35250,Mornington (S),2011,7.7004458,1211.2348
LGA35250,Mornington (S),2012,7.9269295,1217.3499
LGA35250,Mornington (S),2013,10.191767,1225.2768
LGA35250,Mornington (S),2014,6.1150599,1235.9216
LGA35300,Mount Isa (C),2010,110.30763,21871.848
LGA35300,Mount Isa (C),2011,99.358869,22107.353
LGA35300,Mount Isa (C),2012,81.854886,22449.975
LGA35300,Mount Isa (C),2013,91.629983,22775.178
LGA35300,Mount Isa (C),2014,102.0802,22704.902
LGA35600,Murweh (S),2010,51,4714
LGA35600,Murweh (S),2011,32,4731
LGA35600,Murweh (S),2012,44,4759
LGA35600,Murweh (S),2013,38,4730
LGA35600,Murweh (S),2014,39,4712
LGA35670,Napranum (S),2010,6.1940826,881.86733
LGA35670,Napranum (S),2011,5.7082722,911.50176
LGA35670,Napranum (S),2012,4.6151988,908.344
LGA35670,Napranum (S),2013,5.465367,916.60277
LGA35670,Napranum (S),2014,6.3155352,906.88656
LGA35760,North Burnett (R),2010,109,10358
LGA35760,North Burnett (R),2011,87,10374
LGA35760,North Burnett (R),2012,101,10323
LGA35760,North Burnett (R),2013,84,10348
LGA35760,North Burnett (R),2014,109,10306
LGA35780,Northern Peninsula Area (R),2010,9,2391
LGA35780,Northern Peninsula Area (R),2011,13,2463
LGA35780,Northern Peninsula Area (R),2012,9,2515
LGA35780,Northern Peninsula Area (R),2013,4,2557
LGA35780,Northern Peninsula Area (R),2014,11,2647
LGA35790,Palm Island (S),2010,17,2430
LGA35790,Palm Island (S),2011,21,2538
LGA35790,Palm Island (S),2012,14,2568
LGA35790,Palm Island (S),2013,15,2587
LGA35790,Palm Island (S),2014,8,2616
LGA35800,Paroo (S),2010,12.044357,1911.0379
LGA35800,Paroo (S),2011,18.926846,1928.2442
LGA35800,Paroo (S),2012,13.191438,1919.6411
LGA35800,Paroo (S),2013,16.059142,1887.5228
LGA35800,Paroo (S),2014,9.7501936,1874.3313
LGA36070,Pormpuraaw (S),2010,4.6938108,701.72471
LGA36070,Pormpuraaw (S),2011,2.7380563,714.63269
LGA36070,Pormpuraaw (S),2012,6.2584144,718.93535
LGA36070,Pormpuraaw (S),2013,1.5646036,719.71766
LGA36070,Pormpuraaw (S),2014,1.1734527,725.58492
LGA36150,Quilpie (S),2010,6.3259161,1003.712
LGA36150,Quilpie (S),2011,9.9407253,1012.749
LGA36150,Quilpie (S),2012,6.9283843,1008.2305
LGA36150,Quilpie (S),2013,8.4345548,991.36142
LGA36150,Quilpie (S),2014,5.1209797,984.43304
LGA36250,Redland (C),2010,920.64165,141557.05
LGA36250,Redland (C),2011,902.01762,143713.93
LGA36250,Redland (C),2012,978.4024,145709.76
LGA36250,Redland (C),2013,966.4024,147263.85
LGA36250,Redland (C),2014,1017.4708,148698.81
LGA36300,Richmond (S),2010,3.3881025,847.2515
LGA36300,Richmond (S),2011,5.1950905,851.99484
LGA36300,Richmond (S),2012,6.324458,849.51023
LGA36300,Richmond (S),2013,4.969217,847.92912
LGA36300,Richmond (S),2014,7.9055725,847.02563
LGA36360,Rockhampton (R),2010,816,111099
LGA36360,Rockhampton (R),2011,800,112333
LGA36360,Rockhampton (R),2012,855,115390
LGA36360,Rockhampton (R),2013,865,117906
LGA36360,Rockhampton (R),2014,756,119769
LGA36510,Scenic Rim (R),2010,270,37167
LGA36510,Scenic Rim (R),2011,267,37437
LGA36510,Scenic Rim (R),2012,280,37805
LGA36510,Scenic Rim (R),2013,281,38353
LGA36510,Scenic Rim (R),2014,261,39447
LGA36580,Somerset (R),2010,169.01346,21719.006
LGA36580,Somerset (R),2011,161.01324,22202.059
LGA36580,Somerset (R),2012,146.01438,22573.1
LGA36580,Somerset (R),2013,162.01221,23258.195
LGA36580,Somerset (R),2014,170.01381,23942.238
LGA36630,South Burnett (R),2010,239.06996,31500.694
LGA36630,South Burnett (R),2011,248.80516,31796.485
LGA36630,South Burnett (R),2012,266.01076,32336.366
LGA36630,South Burnett (R),2013,280.34876,32612.259
LGA36630,South Burnett (R),2014,302.55435,32590.332
LGA36660,Southern Downs (R),2010,288.25674,34310.137
LGA36660,Southern Downs (R),2011,306.17851,34647.768
LGA36660,Southern Downs (R),2012,328.00247,35034.731
LGA36660,Southern Downs (R),2013,332.96335,35502.479
LGA36660,Southern Downs (R),2014,309.39366,35700.088
LGA36710,Sunshine Coast (R),2010,2203,313823
LGA36710,Sunshine Coast (R),2011,2332,318279
LGA36710,Sunshine Coast (R),2012,2381,324394
LGA36710,Sunshine Coast (R),2013,2237,330114
LGA36710,Sunshine Coast (R),2014,2540,335735
LGA36810,Tablelands (R),2010,322,44725
LGA36810,Tablelands (R),2011,368,45117.005
LGA36810,Tablelands (R),2012,356,45506.005
LGA36810,Tablelands (R),2013,377,46121.005
LGA36810,Tablelands (R),2014,383,46492.005
LGA36910,Toowoomba (R),2010,1116.3332,154229.22
LGA36910,Toowoomba (R),2011,1141.3191,155474.59
LGA36910,Toowoomba (R),2012,1157.6001,157808.01
LGA36910,Toowoomba (R),2013,1136.4238,160139.33
LGA36910,Toowoomba (R),2014,1127.1415,161905.7
LGA36950,Torres (S),2010,17,3485
LGA36950,Torres (S),2011,13,3477
LGA36950,Torres (S),2012,11,3543
LGA36950,Torres (S),2013,13,3599
LGA36950,Torres (S),2014,15,3650
LGA36960,Torres Strait Island (R),2010,23,4600
LGA36960,Torres Strait Island (R),2011,13,4578
LGA36960,Torres Strait Island (R),2012,18,4572
LGA36960,Torres Strait Island (R),2013,20,4561
LGA36960,Torres Strait Island (R),2014,10,4616
LGA37010,Townsville (C),2010,903.70822,176521.64
LGA37010,Townsville (C),2011,925.6739,180116.68
LGA37010,Townsville (C),2012,925.6739,184546.25
LGA37010,Townsville (C),2013,916.6739,188992.17
LGA37010,Townsville (C),2014,953.77688,191956.62
LGA37300,Weipa (T),2010,1.9999988,3336.998
LGA37300,Weipa (T),2011,0.9999994,3422.9979
LGA37300,Weipa (T),2012,6.9999958,3654.9978
LGA37300,Weipa (T),2013,8.9999946,3790.9977
LGA37300,Weipa (T),2014,13.999992,3853.9977
LGA37310,Western Downs (R),2010,211.15365,31461.213
LGA37310,Western Downs (R),2011,237.07646,32367.77
LGA37310,Western Downs (R),2012,250.08146,32874.461
LGA37310,Western Downs (R),2013,241.25847,33403.176
LGA37310,Western Downs (R),2014,218.12652,33641.803
LGA37340,Whitsunday (R),2010,192.99998,32139.998
LGA37340,Whitsunday (R),2011,182.99999,32415.998
LGA37340,Whitsunday (R),2012,193.99998,33331.998
LGA37340,Whitsunday (R),2013,214.99999,33977.998
LGA37340,Whitsunday (R),2014,196.99999,34196.998
LGA37400,Winton (S),2010,8.7305792,1362.516
LGA37400,Winton (S),2011,8.184918,1379.4315
LGA37400,Winton (S),2012,10.913224,1378.8859
LGA37400,Winton (S),2013,11.458885,1381.0685
LGA37400,Winton (S),2014,9.2762404,1379.9772
LGA37550,Woorabinda (S),2010,2.1270366,969.92869
LGA37550,Woorabinda (S),2011,3.127995,977.43588
LGA37550,Woorabinda (S),2012,2.502396,986.81986
LGA37550,Woorabinda (S),2013,2.8777554,989.69762
LGA37550,Woorabinda (S),2014,2.2521564,995.32801
LGA37570,Wujal Wujal (S),2010,1.9297482,274.74317
LGA37570,Wujal Wujal (S),2011,1.7783954,283.97569
LGA37570,Wujal Wujal (S),2012,1.4378516,282.9919
LGA37570,Wujal Wujal (S),2013,1.702719,285.5649
LGA37570,Wujal Wujal (S),2014,1.9675864,282.53784
LGA37600,Yarrabah (S),2010,14,2588
LGA37600,Yarrabah (S),2011,11,2595
LGA37600,Yarrabah (S),2012,6,2639
LGA37600,Yarrabah (S),2013,14,2678
LGA37600,Yarrabah (S),2014,12,2686
LGA40070,Adelaide (C),2010,113,20525
LGA40070,Adelaide (C),2011,101,20920
LGA40070,Adelaide (C),2012,107,21657
LGA40070,Adelaide (C),2013,102,22193
LGA40070,Adelaide (C),2014,132,22689
LGA40120,Adelaide Hills (DC),2010,225.8694,39616.168
LGA40120,Adelaide Hills (DC),2011,176.46578,39703.246
LGA40120,Adelaide Hills (DC),2012,195.50262,39817.103
LGA40120,Adelaide Hills (DC),2013,184.8186,39840.754
LGA40120,Adelaide Hills (DC),2014,208.46165,39873.847
LGA40220,Alexandrina (DC),2010,195.38897,23743.319
LGA40220,Alexandrina (DC),2011,217.72652,24125.806
LGA40220,Alexandrina (DC),2012,206.91922,24490.639
LGA40220,Alexandrina (DC),2013,214.58758,24824.693
LGA40220,Alexandrina (DC),2014,232.98895,25148.206
LGA40250,Anangu Pitjantjatjara (AC),2010,13.999994,2559.999
LGA40250,Anangu Pitjantjatjara (AC),2011,15.999994,2659.9989
LGA40250,Anangu Pitjantjatjara (AC),2012,21.999991,2705.9989
