LGACODE,LGA,Year,Deaths,Population
LGA16100,Oberon (A),2011,33.999208,5211.8129
LGA16100,Oberon (A),2012,30.910996,5205.5787
LGA16100,Oberon (A),2013,40.2053,5201.7833
LGA16100,Oberon (A),2014,35.734572,5267.5451
LGA16150,Orange (C),2010,279.01938,38613.725
LGA16150,Orange (C),2011,384.19122,39417.803
LGA16150,Orange (C),2012,322.57087,40180.336
LGA16150,Orange (C),2013,307.34006,40877.066
LGA16150,Orange (C),2014,321.51009,41422.885
LGA16180,Palerang (A),2010,63.614719,14602.091
LGA16180,Palerang (A),2011,62.526661,14846.076
LGA16180,Palerang (A),2012,59.941186,15059.683
LGA16180,Palerang (A),2013,58.750616,15255.651
LGA16180,Palerang (A),2014,59.512961,15450.389
LGA16200,Parkes (A),2010,127.99104,14960.221
LGA16200,Parkes (A),2011,155.57699,15078.044
LGA16200,Parkes (A),2012,147.2662,15164.971
LGA16200,Parkes (A),2013,160.36861,15075.876
LGA16200,Parkes (A),2014,138.67801,15202.485
LGA16250,Parramatta (C),2010,1018.1171,171436.25
LGA16250,Parramatta (C),2011,977.66006,174760.58
LGA16250,Parramatta (C),2012,994.59163,178675.11
LGA16250,Parramatta (C),2013,1018.0655,184246.29
LGA16250,Parramatta (C),2014,990.93723,189340.04
LGA16350,Penrith (C),2010,848.72263,183090.55
LGA16350,Penrith (C),2011,932.06366,184595.9
LGA16350,Penrith (C),2012,873.65336,187096.14
LGA16350,Penrith (C),2013,975.30289,190341.39
LGA16350,Penrith (C),2014,988.74999,194056.89
LGA16370,Pittwater (A),2010,448,59577
LGA16370,Pittwater (A),2011,483,60455
LGA16370,Pittwater (A),2012,456,61256
LGA16370,Pittwater (A),2013,472,62044
LGA16370,Pittwater (A),2014,462,63299
LGA16380,Port Macquarie-Hastings (A),2010,833.84513,74418.567
LGA16380,Port Macquarie-Hastings (A),2011,838.93547,75252.557
LGA16380,Port Macquarie-Hastings (A),2012,776.91998,76051.343
LGA16380,Port Macquarie-Hastings (A),2013,806.94321,76532.201
LGA16380,Port Macquarie-Hastings (A),2014,863.91224,77434.007
LGA16400,Port Stephens (A),2010,543.10155,66515.766
LGA16400,Port Stephens (A),2011,550.42148,67203.381
LGA16400,Port Stephens (A),2012,522.67006,68016.573
LGA16400,Port Stephens (A),2013,528.45133,68849.763
LGA16400,Port Stephens (A),2014,609.26819,69633.493
LGA16470,Queanbeyan (C),2010,207.74844,39618.539
LGA16470,Queanbeyan (C),2011,216.9221,39993.413
LGA16470,Queanbeyan (C),2012,197.88617,40274.76
LGA16470,Queanbeyan (C),2013,216.09576,40581.412
LGA16470,Queanbeyan (C),2014,198.37121,40879.712
LGA16550,Randwick (C),2010,735,136006
LGA16550,Randwick (C),2011,827,137792
LGA16550,Randwick (C),2012,841,139530
LGA16550,Randwick (C),2013,826,142252
LGA16550,Randwick (C),2014,858,143690
LGA16610,Richmond Valley (A),2010,197.17996,22644.12
LGA16610,Richmond Valley (A),2011,221.96868,22721.981
LGA16610,Richmond Valley (A),2012,217.70394,22705.877
LGA16610,Richmond Valley (A),2013,199.62071,22701.841
LGA16610,Richmond Valley (A),2014,218.88909,22937.93
LGA16650,Rockdale (C),2010,743.08644,103194.55
LGA16650,Rockdale (C),2011,747.98133,103493.29
LGA16650,Rockdale (C),2012,721.50408,105199.44
LGA16650,Rockdale (C),2013,765.32824,106675.47
LGA16650,Rockdale (C),2014,729.58882,108031.88
LGA16700,Ryde (C),2010,672.22772,107178.34
LGA16700,Ryde (C),2011,704.95058,108717.28
LGA16700,Ryde (C),2012,695.1966,110887.73
LGA16700,Ryde (C),2013,665.642,112546.17
LGA16700,Ryde (C),2014,690.5267,114631.21
LGA16900,Shellharbour (C),2010,452,65597
LGA16900,Shellharbour (C),2011,422,66218
LGA16900,Shellharbour (C),2012,435,66869
LGA16900,Shellharbour (C),2013,426,67767
LGA16900,Shellharbour (C),2014,497,68719
LGA16950,Shoalhaven (C),2010,935.63478,95130.786
LGA16950,Shoalhaven (C),2011,1033.7611,96200.854
LGA16950,Shoalhaven (C),2012,1098.8782,97029.444
LGA16950,Shoalhaven (C),2013,1034.9953,97622.498
LGA16950,Shoalhaven (C),2014,1156.3466,98962.371
LGA17000,Singleton (A),2010,132.54785,23341.679
LGA17000,Singleton (A),2011,147.37091,23519.512
LGA17000,Singleton (A),2012,129.37091,23764.096
LGA17000,Singleton (A),2013,121.40105,23739.7
LGA17000,Singleton (A),2014,153.17694,23854.739
LGA17050,Snowy River (A),2010,36.828481,7759.2677
LGA17050,Snowy River (A),2011,28.755704,7774.5095
LGA17050,Snowy River (A),2012,25.117038,7878.7878
LGA17050,Snowy River (A),2013,26.750297,7960.4049
LGA17050,Snowy River (A),2014,32.395214,8034.4352
LGA17100,Strathfield (A),2010,209.92287,37075.661
LGA17100,Strathfield (A),2011,180.31254,37227.885
LGA17100,Strathfield (A),2012,172.85105,37612.799
LGA17100,Strathfield (A),2013,179.09383,38236.141
LGA17100,Strathfield (A),2014,183.7882,39285.655
LGA17150,Sutherland Shire (A),2010,1266.9424,220079.23
LGA17150,Sutherland Shire (A),2011,1352.7007,220256.06
LGA17150,Sutherland Shire (A),2012,1378.5187,221296.2
LGA17150,Sutherland Shire (A),2013,1516.0648,223116.02
LGA17150,Sutherland Shire (A),2014,1605.3064,224957.06
LGA17200,Sydney (C),2010,662.12915,180660.37
LGA17200,Sydney (C),2011,723.7436,183280.82
LGA17200,Sydney (C),2012,659.84033,187655.59
LGA17200,Sydney (C),2013,704.89799,191804.42
LGA17200,Sydney (C),2014,740.48041,198221.4
LGA17310,Tamworth Regional (A),2010,448.16482,57562.398
LGA17310,Tamworth Regional (A),2011,490.31051,58228.805
LGA17310,Tamworth Regional (A),2012,484.67307,58959.509
LGA17310,Tamworth Regional (A),2013,512.49977,59691.953
LGA17310,Tamworth Regional (A),2014,460.86399,60413.415
LGA17350,Temora (A),2010,54.800952,5951.8196
LGA17350,Temora (A),2011,57.625121,5960.1507
LGA17350,Temora (A),2012,52.98344,5997.6853
LGA17350,Temora (A),2013,60.304253,6013.1269
LGA17350,Temora (A),2014,61.209384,6076.2807
LGA17400,Tenterfield (A),2010,61,6941
LGA17400,Tenterfield (A),2011,80,6990
LGA17400,Tenterfield (A),2012,71,6997
LGA17400,Tenterfield (A),2013,79,6970
LGA17400,Tenterfield (A),2014,88,6975
LGA17420,The Hills Shire (A),2010,694.32219,174975.3
LGA17420,The Hills Shire (A),2011,686.0049,177026.19
LGA17420,The Hills Shire (A),2012,693.95908,180214.8
LGA17420,The Hills Shire (A),2013,682.24135,183583.74
LGA17420,The Hills Shire (A),2014,735.02869,187711.98
LGA17450,Tumbarumba (A),2010,27.736601,3520.5672
LGA17450,Tumbarumba (A),2011,28.727194,3487.8776
LGA17450,Tumbarumba (A),2012,20.802451,3522.5484
LGA17450,Tumbarumba (A),2013,33.680159,3521.5578
LGA17450,Tumbarumba (A),2014,28.727194,3577.031
LGA17500,Tumut Shire (A),2010,103.98963,11231.967
LGA17500,Tumut Shire (A),2011,106.99266,11270.971
LGA17500,Tumut Shire (A),2012,104.9905,11306.973
LGA17500,Tumut Shire (A),2013,88.99244,11310.975
LGA17500,Tumut Shire (A),2014,112.99266,11367.967
LGA17550,Tweed (A),2010,877,87722
LGA17550,Tweed (A),2011,1004,88437
LGA17550,Tweed (A),2012,1021,88974
LGA17550,Tweed (A),2013,951,90074
LGA17550,Tweed (A),2014,1031,91155
LGA17620,Upper Hunter Shire (A),2010,130.96951,13979.947
LGA17620,Upper Hunter Shire (A),2011,123.98056,14202.909
LGA17620,Upper Hunter Shire (A),2012,142.97218,14527.838
LGA17620,Upper Hunter Shire (A),2013,131.97485,14642.834
LGA17620,Upper Hunter Shire (A),2014,107.98018,14647.831
LGA17640,Upper Lachlan Shire (A),2010,50.581288,7364.2685
LGA17640,Upper Lachlan Shire (A),2011,43.512439,7420.6584
LGA17640,Upper Lachlan Shire (A),2012,56.655032,7531.0054
LGA17640,Upper Lachlan Shire (A),2013,44.774891,7655.0474
LGA17640,Upper Lachlan Shire (A),2014,49.955603,7769.8474
LGA17650,Uralla (A),2010,37.006023,6216.4537
LGA17650,Uralla (A),2011,44.887582,6240.7355
LGA17650,Uralla (A),2012,42.809616,6273.426
LGA17650,Uralla (A),2013,49.027775,6294.3277
LGA17650,Uralla (A),2014,51.395757,6354.3746
LGA17700,Urana (A),2010,11.650764,1183.5678
LGA17700,Urana (A),2011,8.938488,1192.8959
LGA17700,Urana (A),2012,10.283714,1201.784
LGA17700,Urana (A),2013,9.0397524,1193.6484
LGA17700,Urana (A),2014,11.421178,1194.9447
LGA17750,Wagga Wagga (C),2010,408.79222,61537.059
LGA17750,Wagga Wagga (C),2011,421.54942,61793.666
LGA17750,Wagga Wagga (C),2012,417.89767,61801.925
LGA17750,Wagga Wagga (C),2013,414.38327,62192.337
LGA17750,Wagga Wagga (C),2014,444.79222,62873.11
LGA17800,Wakool (A),2010,31.667402,4127.2738
LGA17800,Wakool (A),2011,34.100626,4076.6681
LGA17800,Wakool (A),2012,35.170498,4059.8285
LGA17800,Wakool (A),2013,34.03748,4021.0918
LGA17800,Wakool (A),2014,26.71736,4017.5033
LGA17850,Walcha (A),2010,32.189565,3150.7903
LGA17850,Walcha (A),2011,35.02982,3118.6008
LGA17850,Walcha (A),2012,22.722046,3111.0267
LGA17850,Walcha (A),2013,36.923324,3103.4527
LGA17850,Walcha (A),2014,25.562301,3092.0917
LGA17900,Walgett (A),2010,74.709289,6919.5932
LGA17900,Walgett (A),2011,62.415355,6799.491
LGA17900,Walgett (A),2012,69.980853,6815.5677
LGA17900,Walgett (A),2013,63.361042,6784.36
LGA17900,Walgett (A),2014,84.166161,6838.2641
LGA17950,Warren (A),2010,20.310432,2872.2465
LGA17950,Warren (A),2011,25.644074,2867.4753
LGA17950,Warren (A),2012,26.503759,2898.4247
LGA17950,Warren (A),2013,24.116472,2908.932
LGA17950,Warren (A),2014,27.984157,2919.5301
LGA18000,Warringah (A),2010,1065,146774
LGA18000,Warringah (A),2011,1042,148423
LGA18000,Warringah (A),2012,1046,150358
LGA18000,Warringah (A),2013,1018,152570
LGA18000,Warringah (A),2014,1096,155194
LGA18020,Warrumbungle Shire (A),2010,102.28468,9907.8765
LGA18020,Warrumbungle Shire (A),2011,97.850159,9891.3018
LGA18020,Warrumbungle Shire (A),2012,97.535536,9846.2907
LGA18020,Warrumbungle Shire (A),2013,108.38587,9807.8787
LGA18020,Warrumbungle Shire (A),2014,120.3358,9824.2233
LGA18050,Waverley (A),2010,361,68082
LGA18050,Waverley (A),2011,364,68698
LGA18050,Waverley (A),2012,324,69515
LGA18050,Waverley (A),2013,330,70675
LGA18050,Waverley (A),2014,317,71725
LGA18100,Weddin (A),2010,37.194847,3727.3921
LGA18100,Weddin (A),2011,33.187563,3758.4486
LGA18100,Weddin (A),2012,32.196668,3743.5979
LGA18100,Weddin (A),2013,39.185742,3708.851
LGA18100,Weddin (A),2014,33.205773,3707.0295
LGA18150,Wellington (A),2010,111.05165,8925.8524
LGA18150,Wellington (A),2011,87.86451,8829.8291
LGA18150,Wellington (A),2012,100.0541,8833.6632
LGA18150,Wellington (A),2013,94.859431,8968.8308
LGA18150,Wellington (A),2014,78.134234,9058.7701
LGA18200,Wentworth (A),2010,46.791335,6868.8586
LGA18200,Wentworth (A),2011,44.874707,6836.0049
LGA18200,Wentworth (A),2012,53.187236,6840.3593
LGA18200,Wentworth (A),2013,59.562178,6855.4637
LGA18200,Wentworth (A),2014,54.707962,6913.6509
LGA18250,Willoughby (C),2010,349.33895,70200.814
LGA18250,Willoughby (C),2011,405.4639,71147.438
LGA18250,Willoughby (C),2012,363.81972,71973.951
LGA18250,Willoughby (C),2013,366.83082,73075.102
LGA18250,Willoughby (C),2014,383.10024,74080.226
LGA18350,Wingecarribee (A),2010,350.81491,45731.938
LGA18350,Wingecarribee (A),2011,413.21562,46128.378
LGA18350,Wingecarribee (A),2012,419.8669,46483.535
LGA18350,Wingecarribee (A),2013,401.22474,46984.409
LGA18350,Wingecarribee (A),2014,432.22962,47547.176
LGA18400,Wollondilly (A),2010,219.40054,43999.964
LGA18400,Wollondilly (A),2011,244.25546,44611.846
LGA18400,Wollondilly (A),2012,232.7921,45383.206
LGA18400,Wollondilly (A),2013,227.37387,46250.22
LGA18400,Wollondilly (A),2014,228.16121,46985.851
LGA18450,Wollongong (C),2010,1427.8085,200430.35
LGA18450,Wollongong (C),2011,1525.8946,202030
LGA18450,Wollongong (C),2012,1476.9074,203181.78
LGA18450,Wollongong (C),2013,1537.9106,205157.58
LGA18450,Wollongong (C),2014,1567.917,206666.37
LGA18500,Woollahra (A),2010,318.355,55502.521
LGA18500,Woollahra (A),2011,347.31744,56324.45
LGA18500,Woollahra (A),2012,301.97273,57078.443
LGA18500,Woollahra (A),2013,285.21506,57702.74
LGA18500,Woollahra (A),2014,327.52564,58628.969
LGA18550,Wyong (A),2010,1433.4901,152706.15
LGA18550,Wyong (A),2011,1462.5864,154335.77
LGA18550,Wyong (A),2012,1462.1437,155844.55
LGA18550,Wyong (A),2013,1509.5562,157267.68
LGA18550,Wyong (A),2014,1550.2196,158881
LGA18710,Yass Valley (A),2010,95.03502,15239.382
LGA18710,Yass Valley (A),2011,112.80802,15613.19
LGA18710,Yass Valley (A),2012,105.53034,15996.981
LGA18710,Yass Valley (A),2013,117.48013,16242.863
LGA18710,Yass Valley (A),2014,102.49218,16379.875
LGA18750,Young (A),2010,120.74484,12540.814
LGA18750,Young (A),2011,136.2708,12621.303
LGA18750,Young (A),2012,97.606515,12722.565
LGA18750,Young (A),2013,154.07639,12762.025
LGA18750,Young (A),2014,127.54032,12716.048
LGA19399,Unincorporated NSW,2010,9.1726676,1095.6064
LGA19399,Unincorporated NSW,2011,3.5863338,1105.6804
LGA19399,Unincorporated NSW,2012,8.3548339,1118.3654
LGA19399,Unincorporated NSW,2013,9.8671673,1109.4983
LGA19399,Unincorporated NSW,2014,4.8425005,1110.4489
LGA20110,Alpine (S),2010,123.47617,12075.72
LGA20110,Alpine (S),2011,93.967583,12067.021
LGA20110,Alpine (S),2012,106.87596,12103.483
LGA20110,Alpine (S),2013,122.68798,12021.3
LGA20110,Alpine (S),2014,106.24197,12012.171
LGA20260,Ararat (RC),2010,130.50138,11355.67
LGA20260,Ararat (RC),2011,133.19445,11326.409
LGA20260,Ararat (RC),2012,116.50391,11335.296
LGA20260,Ararat (RC),2013,124.05474,11224.452
LGA20260,Ararat (RC),2014,117.97948,11147.472
LGA20570,Ballarat (C),2010,758.53781,93354.161
LGA20570,Ballarat (C),2011,770.82316,95191.698
LGA20570,Ballarat (C),2012,707.96886,96915.852
LGA20570,Ballarat (C),2013,752.22702,98563.419
LGA20570,Ballarat (C),2014,799.99175,100230.69
LGA20660,Banyule (C),2010,822.99999,122780
LGA20660,Banyule (C),2011,909.99999,122983
LGA20660,Banyule (C),2012,839.99999,123600
LGA20660,Banyule (C),2013,823.99999,124350
LGA20660,Banyule (C),2014,849.99999,125451
LGA20740,Bass Coast (S),2010,305.06805,29463.129
LGA20740,Bass Coast (S),2011,308.14983,30232.07
LGA20740,Bass Coast (S),2012,311.88954,30613.802
LGA20740,Bass Coast (S),2013,317.72755,30975.046
LGA20740,Bass Coast (S),2014,314.25025,31619.24
LGA20830,Baw Baw (S),2010,323.99819,42094.233
LGA20830,Baw Baw (S),2011,298.58684,43386.652
LGA20830,Baw Baw (S),2012,298.48279,44322.953
LGA20830,Baw Baw (S),2013,294.46825,45157.182
LGA20830,Baw Baw (S),2014,326.65023,45921.905
LGA20910,Bayside (C),2010,827,95594
LGA20910,Bayside (C),2011,776,96119
LGA20910,Bayside (C),2012,826,96992
LGA20910,Bayside (C),2013,762,98270
LGA20910,Bayside (C),2014,759,99914
LGA21010,Benalla (RC),2010,153.42733,13800.47
LGA21010,Benalla (RC),2011,159.57511,13822.914
LGA21010,Benalla (RC),2012,156.75985,13726.523
LGA21010,Benalla (RC),2013,138.55664,13685.985
LGA21010,Benalla (RC),2014,147.75985,13594.299
LGA21110,Boroondara (C),2010,1081,166326
LGA21110,Boroondara (C),2011,1158,167062
LGA21110,Boroondara (C),2012,1082,168458
LGA21110,Boroondara (C),2013,1136,170382
LGA21110,Boroondara (C),2014,1119,172551
LGA21180,Brimbank (C),2010,940.99539,188893.95
LGA21180,Brimbank (C),2011,974.99442,191494.95
LGA21180,Brimbank (C),2012,946.99599,193336.96
LGA21180,Brimbank (C),2013,950.9932,195275.96
LGA21180,Brimbank (C),2014,1022.9949,197639.95
LGA21270,Buloke (S),2010,94.955341,6612.8898
LGA21270,Buloke (S),2011,77.963332,6464.9594
LGA21270,Buloke (S),2012,88.958161,6355.0111
LGA21270,Buloke (S),2013,59.971794,6214.0774
LGA21270,Buloke (S),2014,78.962862,6084.1385
LGA21370,Campaspe (S),2010,351.09391,36951.903
LGA21370,Campaspe (S),2011,362.88597,36868.626
LGA21370,Campaspe (S),2012,308.54444,36960.366
LGA21370,Campaspe (S),2013,316.12857,36880.691
LGA21370,Campaspe (S),2014,370.0246,36868.933
LGA21450,Cardinia (S),2010,354.72007,71868.335
LGA21450,Cardinia (S),2011,375.97544,75832.427
LGA21450,Cardinia (S),2012,377.72992,80177.723
LGA21450,Cardinia (S),2013,412.53252,83981.08
LGA21450,Cardinia (S),2014,443.71163,87049.482
LGA21610,Casey (C),2010,1094,254471
LGA21610,Casey (C),2011,1115,261282
LGA21610,Casey (C),2012,1161,267640
LGA21610,Casey (C),2013,1106,274836
LGA21610,Casey (C),2014,1203,283215
LGA21670,Central Goldfields (S),2010,172.64828,12642.536
LGA21670,Central Goldfields (S),2011,181.44191,12579.496
LGA21670,Central Goldfields (S),2012,196.03208,12588.33
LGA21670,Central Goldfields (S),2013,165.18969,12607.532
LGA21670,Central Goldfields (S),2014,159.00345,12593.055
LGA21750,Colac-Otway (S),2010,207.90921,20846.21
LGA21750,Colac-Otway (S),2011,231.88553,20798.609
LGA21750,Colac-Otway (S),2012,201.89737,20753.846
LGA21750,Colac-Otway (S),2013,225.88553,20657.024
LGA21750,Colac-Otway (S),2014,189.90526,20494.075
LGA21830,Corangamite (S),2010,157.52003,16560.053
LGA21830,Corangamite (S),2011,169.09026,16527.838
LGA21830,Corangamite (S),2012,158.89954,16363.247
LGA21830,Corangamite (S),2013,123.4298,16113.426
LGA21830,Corangamite (S),2014,145.92466,15935.042
LGA21890,Darebin (C),2010,968,141780
LGA21890,Darebin (C),2011,1007,142942
LGA21890,Darebin (C),2012,1052,144641
LGA21890,Darebin (C),2013,940,146650
LGA21890,Darebin (C),2014,1082,148675
LGA22110,East Gippsland (S),2010,460.11784,42400.142
LGA22110,East Gippsland (S),2011,495.1881,42829.715
LGA22110,East Gippsland (S),2012,430.33601,43178.701
LGA22110,East Gippsland (S),2013,433.42621,43377.836
LGA22110,East Gippsland (S),2014,452.37797,43674.862
LGA22170,Frankston (C),2010,818,129052
LGA22170,Frankston (C),2011,888,130350
LGA22170,Frankston (C),2012,832,131754
LGA22170,Frankston (C),2013,845,133425
LGA22170,Frankston (C),2014,868,134899
LGA22250,Gannawarra (S),2010,125.04062,10724.979
LGA22250,Gannawarra (S),2011,132.04174,10452.898
LGA22250,Gannawarra (S),2012,115.03779,10371.874
LGA22250,Gannawarra (S),2013,119.03663,10310.774
LGA22250,Gannawarra (S),2014,118.0419,10141.66
LGA22310,Glen Eira (C),2010,942,136515
LGA22310,Glen Eira (C),2011,960,137152
LGA22310,Glen Eira (C),2012,924,139242
LGA22310,Glen Eira (C),2013,913,141379
LGA22310,Glen Eira (C),2014,940,144009
LGA22410,Glenelg (S),2010,182.32147,19956.897
LGA22410,Glenelg (S),2011,168.24434,19849.052
LGA22410,Glenelg (S),2012,193.40373,19762.493
LGA22410,Glenelg (S),2013,191.35513,19495.14
LGA22410,Glenelg (S),2014,172.10859,19352.165
LGA22490,Golden Plains (S),2010,86,18441
LGA22490,Golden Plains (S),2011,91,18958
LGA22490,Golden Plains (S),2012,85,19470
LGA22490,Golden Plains (S),2013,106,20131
LGA22490,Golden Plains (S),2014,124,20538
LGA22620,Greater Bendigo (C),2010,779.97158,100501.79
LGA22620,Greater Bendigo (C),2011,817.32951,102009.48
LGA22620,Greater Bendigo (C),2012,858.79544,103614.69
LGA22620,Greater Bendigo (C),2013,772.81435,105206.19
LGA22620,Greater Bendigo (C),2014,871.9559,107034.19
LGA22670,Greater Dandenong (C),2010,898,140212
LGA22670,Greater Dandenong (C),2011,970,142167
LGA22670,Greater Dandenong (C),2012,958,144312
LGA22670,Greater Dandenong (C),2013,908,146578
LGA22670,Greater Dandenong (C),2014,1015,149466
LGA22750,Greater Geelong (C),2010,1763.9607,212592.94
LGA22750,Greater Geelong (C),2011,1872.7451,215832.68
LGA22750,Greater Geelong (C),2012,1746.2316,218143.38
LGA22750,Greater Geelong (C),2013,1763.3338,221296
LGA22750,Greater Geelong (C),2014,2000.5032,224904.57
LGA22830,Greater Shepparton (C),2010,405.25876,61289.22
LGA22830,Greater Shepparton (C),2011,476.37568,61766.224
LGA22830,Greater Shepparton (C),2012,448.60345,62390.108
LGA22830,Greater Shepparton (C),2013,417.14447,62732.5
LGA22830,Greater Shepparton (C),2014,487.1233,63157.064
LGA22910,Hepburn (S),2010,129.26354,14553.117
LGA22910,Hepburn (S),2011,145.69587,14629.606
LGA22910,Hepburn (S),2012,127.6502,14711.191
LGA22910,Hepburn (S),2013,131.24397,14798.855
LGA22910,Hepburn (S),2014,136.42686,14883.973
LGA22980,Hindmarsh (S),2010,87.83705,5947.1324
LGA22980,Hindmarsh (S),2011,82.196139,5858.4895
LGA22980,Hindmarsh (S),2012,68.496782,5784.3518
LGA22980,Hindmarsh (S),2013,91.060428,5671.5336
LGA22980,Hindmarsh (S),2014,64.46756,5611.9011
LGA23110,Hobsons Bay (C),2010,574.2495,86902.351
LGA23110,Hobsons Bay (C),2011,605.60256,87396.058
LGA23110,Hobsons Bay (C),2012,586.44822,88518.866
LGA23110,Hobsons Bay (C),2013,578.12475,89430.883
LGA23110,Hobsons Bay (C),2014,579.43343,91158.837
LGA23190,Horsham (RC),2010,174.84509,19391.37
LGA23190,Horsham (RC),2011,158.85918,19522.722
LGA23190,Horsham (RC),2012,157.73948,19629.743
LGA23190,Horsham (RC),2013,167.78172,19661.919
LGA23190,Horsham (RC),2014,174.79581,19687.137
LGA23270,Hume (C),2010,709.44789,170626.71
LGA23270,Hume (C),2011,704.30287,174290.65
LGA23270,Hume (C),2012,721.0721,178000.74
LGA23270,Hume (C),2013,665.84569,183044.34
LGA23270,Hume (C),2014,744.69119,188657.2
LGA23350,Indigo (S),2010,115.66468,15280.719
LGA23350,Indigo (S),2011,119.67624,15316.743
LGA23350,Indigo (S),2012,126.54905,15376.188
LGA23350,Indigo (S),2013,117.74562,15356.453
LGA23350,Indigo (S),2014,141.61843,15337.396
LGA23430,Kingston (C),2010,1075,147407
LGA23430,Kingston (C),2011,1095,148304
LGA23430,Kingston (C),2012,1018,150014
LGA23430,Kingston (C),2013,1063,151533
LGA23430,Kingston (C),2014,1069,153034
LGA23670,Knox (C),2010,869.88736,154686.47
LGA23670,Knox (C),2011,928.91239,154623.4
LGA23670,Knox (C),2012,903.92491,154592.11
LGA23670,Knox (C),2013,939.86859,154757.02
LGA23670,Knox (C),2014,982.89362,155274.96
LGA23810,Latrobe (C),2010,564.60008,73083.479
LGA23810,Latrobe (C),2011,574.12219,73787.718
LGA23810,Latrobe (C),2012,621.21427,73976.256
LGA23810,Latrobe (C),2013,601.2163,73758.855
LGA23810,Latrobe (C),2014,685.27199,73598.182
LGA23940,Loddon (S),2010,77.980223,7671.7876
LGA23940,Loddon (S),2011,80.795236,7549.3562
LGA23940,Loddon (S),2012,97.360457,7494.3653
LGA23940,Loddon (S),2013,87.937515,7435.429
LGA23940,Loddon (S),2014,82.11418,7378.5802
LGA24130,Macedon Ranges (S),2010,218.85144,42182.084
LGA24130,Macedon Ranges (S),2011,242.84782,42859.885
LGA24130,Macedon Ranges (S),2012,267.80977,43519.543
LGA24130,Macedon Ranges (S),2013,251.86775,44055.296
LGA24130,Macedon Ranges (S),2014,259.8605,44702.064
LGA24210,Manningham (C),2010,736.74557,116564.58
LGA24210,Manningham (C),2011,744.84999,116743.49
LGA24210,Manningham (C),2012,793.76964,117018.94
LGA24210,Manningham (C),2013,730.60984,117396.23
LGA24210,Manningham (C),2014,814.52742,118480.75
LGA24250,Mansfield (S),2010,61.013339,7887.1847
LGA24250,Mansfield (S),2011,50.360216,7943.3557
LGA24250,Mansfield (S),2012,51.328682,8049.8869
LGA24250,Mansfield (S),2013,59.076408,8168.0397
LGA24250,Mansfield (S),2014,66.824133,8203.8729
LGA24330,Maribyrnong (C),2010,411,73613
LGA24330,Maribyrnong (C),2011,443,75154
LGA24330,Maribyrnong (C),2012,451,76866
LGA24330,Maribyrnong (C),2013,422,79222
LGA24330,Maribyrnong (C),2014,459,81831
LGA24410,Maroondah (C),2010,766.03959,106700.27
LGA24410,Maroondah (C),2011,781.73991,107319.28
LGA24410,Maroondah (C),2012,763.6971,108176.18
LGA24410,Maroondah (C),2013,767.91115,109485.79
LGA24410,Maroondah (C),2014,808.12521,111194.56
LGA24600,Melbourne (C),2010,282.00924,97593.052
LGA24600,Melbourne (C),2011,290.0035,100244.04
LGA24600,Melbourne (C),2012,276.00671,105418.01
LGA24600,Melbourne (C),2013,326.00268,116329
LGA24600,Melbourne (C),2014,323.00438,122165.99
LGA24650,Melton (S),2010,354.55672,107174.35
LGA24650,Melton (S),2011,398.70271,112643.4
LGA24650,Melton (S),2012,387.93191,117911.3
LGA24650,Melton (S),2013,391.16111,122815.7
LGA24650,Melton (S),2014,417.31391,127646.85
LGA24780,Mildura (RC),2010,404,51625
LGA24780,Mildura (RC),2011,422,51822
LGA24780,Mildura (RC),2012,383,52197
LGA24780,Mildura (RC),2013,451,52633
LGA24780,Mildura (RC),2014,474,53018
LGA24850,Mitchell (S),2010,188.71016,34170.529
LGA24850,Mitchell (S),2011,223.71914,35068.139
LGA24850,Mitchell (S),2012,181.65765,36144.304
LGA24850,Mitchell (S),2013,206.64865,37336.715
LGA24850,Mitchell (S),2014,223.70189,38405.406
LGA24900,Moira (S),2010,289,28331
LGA24900,Moira (S),2011,299,28406
LGA24900,Moira (S),2012,299,28647
LGA24900,Moira (S),2013,309,28645
LGA24900,Moira (S),2014,297,28825
LGA24970,Monash (C),2010,1127,175731
LGA24970,Monash (C),2011,1159,177345
LGA24970,Monash (C),2012,1090,179931
LGA24970,Monash (C),2013,1160,182300
LGA24970,Monash (C),2014,1239,184977
LGA25060,Moonee Valley (C),2010,765.00742,111410.11
LGA25060,Moonee Valley (C),2011,767.00845,112194.11
LGA25060,Moonee Valley (C),2012,780.00742,113512.15
LGA25060,Moonee Valley (C),2013,780.00927,114979.18
LGA25060,Moonee Valley (C),2014,782.00865,117297.23
LGA25150,Moorabool (S),2010,177.26843,28039.098
LGA25150,Moorabool (S),2011,148.02134,28664.365
LGA25150,Moorabool (S),2012,176.85807,29376.142
LGA25150,Moorabool (S),2013,175.38017,30318.473
LGA25150,Moorabool (S),2014,196.49135,30912.586
LGA25250,Moreland (C),2010,1143.9231,152380.25
LGA25250,Moreland (C),2011,1113.3443,154245.96
LGA25250,Moreland (C),2012,1073.4086,156672.34
LGA25250,Moreland (C),2013,1114.3443,159885.38
LGA25250,Moreland (C),2014,1158.7945,163370.98
LGA25340,Mornington Peninsula (S),2010,1321,148542
LGA25340,Mornington Peninsula (S),2011,1380,149271
LGA25340,Mornington Peninsula (S),2012,1243,150830
LGA25340,Mornington Peninsula (S),2013,1291,152106
LGA25340,Mornington Peninsula (S),2014,1422,153749
